82:	     107787451.488304898143
43:	     99595725.063320681453
230:	     79677492.644686013460
31:	     75900324.471635982394
58:	     68253791.083144560456
90:	     59532080.344048865139
811:	     46035695.895974680781
307:	     43575222.923255428672
4:	     31546614.829032551497
572:	     30954135.344086971134
737:	     29916188.651803456247
734:	     25645691.624927729368
217:	     24336815.940240599215
613:	     23861717.141936797649
334:	     22929869.588254410774
30:	     18786463.762349776924
215:	     18123636.513706870377
18:	     17394268.544020272791
223:	     17195354.952375512570
95:	     16221960.684138020501
7:	     15705145.798898508772
23:	     15435877.574666431174
224:	     14272092.928290383890
842:	     13152521.355113998055
237:	     11834750.229735817760
799:	     11222596.966682083905
733:	     11165328.245073331520
236:	     10965800.897181430832
292:	     10830923.873352123424
2:	     10585645.569348758087
712:	     10316343.979614291340
331:	     10218392.333162002265
233:	     9668227.043865192682
1170:	     9617853.092784266919
142:	     9156290.510592292994
1073:	     8428595.801511378959
800:	     8366470.064384708181
337:	     7852242.806301142089
452:	     7155946.659868286923
1887:	     6984950.112246695906
277:	     6872517.499104479328
790:	     6850628.112093884498
784:	     6624714.728924045339
914:	     6624500.876732483506
441:	     6225870.395775566809
456:	     6225579.010728951544
1582:	     6110753.254697653465
158:	     5888533.725916950963
105:	     5787298.461197205819
2340:	     5715481.483700974844
1070:	     5573975.031633626670
714:	     5397825.208531407639
110:	     5388670.714920586906
288:	     5209573.856029879302
658:	     4986739.603979443200
639:	     4880580.982466974296
242:	     4783349.104596583173
817:	     4658051.128735344857
921:	     4652149.113693367690
941:	     4650293.553595600650
3630:	     4526573.896200542338
2268:	     4420508.926370222121
402:	     4419758.116903314367
410:	     4346860.800182585604
152:	     4307619.724551497959
1031:	     4195620.952652874403
693:	     4178011.826164888684
1285:	     4053683.168224261142
319:	     3981443.437884076498
775:	     3946706.865370673127
426:	     3821762.070940147154
481:	     3726069.213879821822
919:	     3725223.262397522572
679:	     3652326.312943521421
2108:	     3641492.092104513664
968:	     3610185.608473770320
2460:	     3577690.164560984354
2338:	     3569413.812482295558
226:	     3405382.142776952125
541:	     3397326.946550794877
532:	     3242059.573281770572
12:	     3241679.831737563945
2430:	     3235316.705404393375
1612:	     3234781.914339793380
4080:	     3211514.662286689971
2650:	     3160629.537885605358
473:	     3141386.422655321658
931:	     3119349.582953691483
747:	     3093983.497939149383
99:	     3068152.749402036890
1282:	     3032656.771183580160
1090:	     3028489.260036752559
347:	     2958545.948902398348
1633:	     2891480.203293157741
667:	     2831250.598867737688
754:	     2749071.762630169280
2070:	     2746347.223823729903
240:	     2712688.119930194691
3803:	     2677496.596630329266
543:	     2670658.583832941484
1488:	     2649112.305715935305
3455:	     2590403.974718580488
3179:	     2548668.472887614742
2635:	     2546053.595542479772
127:	     2509704.889229446650
2176:	     2484042.346363159828
247:	     2464359.737542921677
970:	     2457086.820610614493
546:	     2452828.972154215910
560:	     2432274.773218733259
255:	     2414717.653623435181
642:	     2413374.767256411724
1053:	     2394869.124792414252
913:	     2388507.363310388755
1609:	     2373048.318588367663
3535:	     2367013.905185187235
438:	     2358372.051562860608
972:	     2301666.996751584113
124:	     2275219.060387612320
2344:	     2225547.492823489942
792:	     2218426.973628218751
196:	     2182397.001561061479
1256:	     2182322.956163874827
3162:	     2177056.698645428289
3815:	     2135606.607581500895
447:	     2051420.723548751790
847:	     2046768.736121703405
353:	     2018792.394213970052
2418:	     2004495.655155368149
855:	     1996268.011234557955
2498:	     1969609.458913406124
4319:	     1966419.889625407057
2531:	     1959408.806809877744
1163:	     1938666.096441437490
3044:	     1912111.253348152852
1058:	     1897523.764612822561
633:	     1897178.110202370677
697:	     1890882.193245080067
1503:	     1886914.664232339477
245:	     1864006.073595075868
2177:	     1845337.614202060271
985:	     1797279.243505364051
3084:	     1796023.390752307139
2468:	     1784563.986600277945
1692:	     1762971.360905863810
2308:	     1759870.829429730540
802:	     1750609.828748473898
1589:	     1727036.412670536432
3683:	     1717636.322912872769
2662:	     1711199.925728240283
1610:	     1705031.631153109949
298:	     1678459.350482318550
963:	     1656084.402596337954
5380:	     1624906.358504458796
104:	     1601141.725735012675
3414:	     1598345.086995549034
4476:	     1597235.145614442183
2334:	     1586981.195490173064
3753:	     1585189.714619014412
772:	     1573735.713157591177
6428:	     1572154.288421004778
1469:	     1569241.791845098604
3921:	     1551114.493288152851
593:	     1550652.528311609756
688:	     1542793.750768069644
698:	     1540353.111042402219
2020:	     1500579.643058411311
707:	     1494545.349883565214
2298:	     1477564.294925700640
3899:	     1463623.360162080033
10116:	     1445798.537571587833
900:	     1441789.061005080584
611:	     1417787.261825493537
1531:	     1411974.534871436423
887:	     1397787.147300116485
2705:	     1389945.030539180152
4556:	     1371931.936295821331
46:	     1354278.486247258028
1941:	     1345370.867521112319
2144:	     1345174.925411487464
1680:	     1329320.705519431736
4443:	     1328268.575475618709
2317:	     1325805.536094799638
1944:	     1317887.346754660597
2770:	     1314018.679026721744
620:	     1302018.984426274197
2250:	     1296691.696124397917
1995:	     1294783.485342588276
1226:	     1292378.523507837672
2362:	     1276375.501665117918
934:	     1266837.712006086949
973:	     1263700.005631942535
6863:	     1256246.213610353647
2039:	     1256124.791812845739
4272:	     1240644.536592984106
1462:	     1238744.941916069947
738:	     1235990.310817260062
5476:	     1207197.133415923920
6085:	     1205219.516502817627
1354:	     1203206.693349365145
505:	     1203035.104432116030
1057:	     1199259.552696765400
1933:	     1194352.639450467657
867:	     1192347.475009812508
1101:	     1187932.279346544761
6031:	     1186583.554065852892
1210:	     1175483.775965820998
1071:	     1172437.413372930605
8:	     1170260.442634634906
2492:	     1168292.947042768821
706:	     1167554.492688497761
943:	     1164036.400136010256
1120:	     1162173.868867544224
1694:	     1160193.209308693418
219:	     1156864.732382197864
7415:	     1132125.338984350441
2234:	     1128623.260179120814
561:	     1121404.259701070143
345:	     1112195.002048260998
12986:	     1107909.852601496503
4616:	     1106957.933653732762
326:	     1104211.518970336299
2343:	     1100222.343712997390
1533:	     1099627.934402609710
5238:	     1092164.970382997533
2456:	     1090492.661196823698
886:	     1084867.167269009398
1377:	     1082088.427967266878
2479:	     1059081.307745308615
2006:	     1051272.590550044319
586:	     1042588.890905212844
2606:	     1042009.224664586363
2375:	     1035997.570728037390
3857:	     1031333.664298889227
928:	     1029302.182469397434
2759:	     1024135.478246787912
3679:	     1015670.549751426326
1065:	     1013593.815602111514
361:	     1012346.463146575261
719:	     987214.343262889073
3596:	     985113.048976470949
4250:	     976955.567170691094
2795:	     970611.593037288170
704:	     968535.052339319023
1194:	     962413.216468753875
2469:	     954681.554911412299
360:	     951316.469660029979
807:	     948965.792012880906
4745:	     934179.012166448403
4162:	     926350.544239577837
3460:	     921208.936686064233
2522:	     919129.078446140513
660:	     917289.888747883844
6214:	     915831.209304031217
578:	     911978.832378826104
1518:	     911363.403109875158
976:	     909810.043822392821
710:	     906959.142699455842
5618:	     903928.203254455701
484:	     893302.059885966359
608:	     890621.843961787177
7720:	     877520.078608109616
564:	     860331.505212476826
2724:	     850821.300801308826
1459:	     847043.462519925437
2471:	     845659.503707087017
3817:	     843552.365700268769
897:	     839705.914232897339
489:	     836379.762386043207
3067:	     833042.625764680095
4022:	     831234.653989088489
1274:	     829461.100606571417
655:	     829087.278979717987
119:	     828491.396364580607
4631:	     820043.744208674994
3145:	     819179.009390193503
1060:	     819034.534105703700
6356:	     806737.006266267505
356:	     806667.698910620878
4204:	     803494.254275547224
3523:	     801721.468574393308
6104:	     800637.057292641257
1192:	     798602.891250731656
849:	     797661.140336325392
3584:	     796919.025721773505
5955:	     796672.093201003154
2575:	     795294.494999939576
583:	     787504.321823348873
125:	     785977.250329281553
2841:	     784720.338658328052
1928:	     779484.766502860934
101:	     778684.480991853867
1198:	     772280.409857968916
742:	     769592.757817872916
853:	     768357.389158929349
1082:	     764622.176948117674
2515:	     753469.457833332126
414:	     750493.685837368364
3357:	     749633.028554640594
4744:	     749057.550878834329
2862:	     748950.516172284377
728:	     748465.037394285435
3593:	     748016.126862372272
4129:	     743693.245462856372
859:	     742596.527231074986
5408:	     738408.148179132608
983:	     738181.365270318463
3112:	     737610.319800121128
2167:	     735790.640538690728
400:	     733606.881279410329
1002:	     732796.362825681572
418:	     731384.493162995786
3334:	     729224.280082201003
437:	     728405.677873414941
690:	     728077.643547175336
6064:	     723860.927834027796
4224:	     722244.489375288249
3262:	     719261.410300118732
1550:	     718565.993991120369
6424:	     707587.807023123372
2893:	     706306.114257440669
2942:	     704809.806270331959
1142:	     704469.912465754896
3362:	     703496.013906073640
5257:	     702823.202144006966
6099:	     696111.018026607228
14842:	     690426.524234999553
9697:	     689835.908948355471
7355:	     688870.862778673414
2718:	     688813.659974408802
13163:	     687951.998660555575
2545:	     678745.454154615290
435:	     677221.815801530378
5960:	     664180.524791675736
342:	     659388.089430123568
5965:	     658184.983500935952
5986:	     655511.441071482142
702:	     653568.302123660920
6068:	     649040.563703735475
1287:	     647342.161223124363
362:	     646516.300321576069
3073:	     641122.097729228903
2350:	     640043.707560806302
1468:	     637886.682903739158
830:	     632375.282036747434
5953:	     632200.631606242270
1105:	     630863.015055688447
2540:	     629438.293181506568
4075:	     629305.639393865713
1938:	     628939.325795290642
6613:	     625508.078425821383
4302:	     621495.664932857500
819:	     618280.424663826125
10404:	     611875.014929075958
2404:	     610536.461085630348
10200:	     595964.987347193295
6186:	     595074.241351666860
947:	     592026.699944895343
4851:	     589223.896614609752
419:	     585215.124987066607
1481:	     585137.549207849777
2277:	     582800.698013155023
9181:	     582564.701459441450
722:	     581696.358060208149
459:	     580809.343220960232
405:	     579137.037939304602
856:	     578908.754193992238
4193:	     575398.721553426119
2241:	     574367.019013340352
1251:	     573759.550126013812
1480:	     573745.821279133204
756:	     573264.336193538504
1022:	     570135.654655494262
2640:	     569962.266452033073
736:	     566061.572437475086
3892:	     565991.091607084847
2047:	     565183.473945647827
4036:	     563434.003747629817
3367:	     562752.957579934387
3276:	     562211.640975372517
250:	     557627.984603022574
4446:	     556509.612431143411
4156:	     553589.504721652134
5871:	     552473.419031853788
12503:	     551397.807032108656
646:	     551298.564386249520
3265:	     548428.344858689699
6089:	     548116.967944742762
955:	     548057.816274948418
4515:	     546200.313603836228
3123:	     543683.387250007479
908:	     543622.197404821403
5229:	     542234.738976614317
1576:	     540986.661940127029
2145:	     540414.802638106397
781:	     540094.138959703152
3546:	     539965.311042143498
5891:	     539723.700766231981
2631:	     538992.803408819134
2439:	     536285.267298334977
1408:	     534945.165547850658
1085:	     533311.063135047560
4868:	     532662.238617343944
624:	     532566.993112664204
570:	     532480.879402925377
878:	     529432.395203226362
3918:	     529371.666666666511
9521:	     528628.445048492053
2281:	     526524.946840069839
37:	     524421.856850643526
6191:	     521246.589726045553
3862:	     521213.603954810475
2151:	     520478.395306531864
10172:	     519042.854667455831
20524:	     517374.830032458936
2282:	     516644.226985955960
8072:	     516150.870963508671
6657:	     515117.555232789484
1289:	     514113.962210465746
3833:	     509412.600038791599
2285:	     508397.516432531702
3241:	     507121.141711417760
10:	     506270.977942751488
3552:	     504892.516039932438
4445:	     498772.419235589041
4713:	     497444.079171084450
1110:	     496777.001358463371
4009:	     494512.166070744279
2237:	     494013.112834740663
2666:	     491935.228981957363
3062:	     490766.724606026080
627:	     490321.324190475978
1907:	     488460.670394840243
13820:	     487900.260818964278
2852:	     486405.097374777135
3476:	     486003.770991347206
795:	     485332.845898434054
606:	     484736.766495806805
6295:	     482463.801444756275
2926:	     482242.424688792438
2900:	     481276.472397055884
4126:	     479560.703950395109
4509:	     478197.718025456183
8816:	     477748.387637398671
597:	     477174.796089764917
228:	     476441.999999999593
14836:	     476370.000000000698
5932:	     475161.927597415517
4834:	     473219.933446004987
102:	     471976.792827648052
306:	     471816.681161795743
1047:	     471143.872721800813
13171:	     469571.214189064514
2534:	     467462.192018069210
1436:	     466856.161443959165
45:	     466842.391362393741
4376:	     466159.867177268490
2181:	     466082.505856500880
9211:	     465845.799883971398
4417:	     465312.113815119315
5143:	     464779.804777290730
1283:	     464404.749892201333
8366:	     463956.460366567480
443:	     462141.088063278527
600:	     462026.170567482186
3410:	     461718.684336875274
2105:	     461141.885144330037
7641:	     461055.064339616627
1202:	     459614.843314237020
833:	     458011.133309700643
2474:	     457450.684482912126
13538:	     453057.632476298022
10066:	     453026.715823324048
3908:	     452686.307669356465
3120:	     451858.703070801508
3797:	     451773.846020297438
4788:	     449568.336544061254
9046:	     448369.119125776924
4648:	     447623.427648802462
3383:	     447107.802314310044
1116:	     446285.231245270697
999:	     445822.921432658040
1707:	     441988.830626997107
5158:	     440039.215367635596
16911:	     439401.645520776219
5731:	     437992.049488838762
8755:	     437488.179721066554
602:	     436596.606449591811
11483:	     436312.497424605186
2345:	     434967.622168502130
779:	     434168.933276595955
550:	     433781.536072795046
10114:	     433042.801968195534
1681:	     432312.796504746249
12579:	     431939.147547131870
4474:	     429837.159434342175
5970:	     428500.288836622087
1009:	     428287.885913145205
716:	     426992.470154038921
4401:	     425790.755927048158
2218:	     425156.157941294136
14155:	     424128.908979372529
4046:	     423977.051916264056
14835:	     423456.000000000582
11589:	     423456.000000000116
2494:	     422902.621595409990
5003:	     422796.941370088258
1027:	     420761.873599408602
4878:	     419400.493844306446
9586:	     417200.526513924415
4809:	     415566.308274299896
221:	     414381.357556428993
3548:	     410828.646479633404
1930:	     410457.299398655188
2627:	     408272.791491746786
3909:	     408102.105843756930
2930:	     407592.801900235179
1324:	     407168.603605787386
10834:	     407024.908806384890
631:	     406988.072178959846
3953:	     402946.094454280043
3878:	     402652.138405182050
3579:	     402345.186101395811
4042:	     402070.922557809623
3130:	     401749.469068948063
1113:	     401584.041024123610
4857:	     401443.317651674151
9870:	     401413.590370959486
1492:	     401402.572311706026
5196:	     400895.959779018536
3965:	     399698.924450851628
6918:	     398375.036716605246
4094:	     397635.954465247691
10685:	     396523.989812101703
1371:	     393657.181263557170
5824:	     393473.308576298296
10356:	     392658.162516839744
2373:	     392529.369551446696
2787:	     391894.698933829786
4135:	     391760.433356334455
10478:	     390154.235891102289
15566:	     388151.572283662099
1578:	     387961.928081420192
1514:	     384969.148269549361
3837:	     384556.703850361751
11140:	     382617.001709394739
2399:	     382146.874652187806
6418:	     382104.756535787892
2984:	     380831.905892716371
291:	     380192.632610872795
1615:	     380133.605569716427
13448:	     379217.563534169109
1911:	     377988.894911212730
3637:	     377911.294987972302
11530:	     377147.164614361303
2667:	     376922.285614873748
1807:	     376827.785017098882
662:	     375698.203255188360
1959:	     375289.753130016732
11409:	     375048.489451194357
5968:	     374858.477332348528
763:	     374425.017026165035
13005:	     373624.720973326126
4153:	     373419.451732383401
10013:	     372574.666205195594
1502:	     371782.898878335487
11898:	     370808.614227107435
3582:	     370790.808149371878
9808:	     370580.000000000058
14837:	     370538.000000000524
11228:	     369705.725076084607
12527:	     369686.428766891710
1145:	     369622.349147950939
951:	     364435.004276241001
2240:	     363084.643899475399
568:	     362654.322163008212
3037:	     362175.866881076072
1034:	     361673.247809953755
3119:	     361025.990634782531
268:	     359985.584995489393
1528:	     358710.306942521944
2477:	     358507.347323361959
4330:	     358419.886297413381
6224:	     356921.006785182224
7550:	     356185.852855261473
13940:	     353670.299008475966
2727:	     353288.169519289164
13488:	     352356.289657556219
5830:	     351639.054515377618
6039:	     351423.331009949965
5128:	     351251.483567114978
6189:	     350117.173954076890
412:	     350050.166050717235
1614:	     349696.772375999426
15993:	     349418.606882475025
4410:	     348213.306983836053
1411:	     347279.796086364891
11578:	     346951.881391694711
895:	     345502.521613413817
1899:	     345122.906582335185
930:	     344559.819165298541
7011:	     343006.167405972083
1813:	     342174.021924259898
9930:	     341410.705073354649
18835:	     341231.148498851864
1965:	     340209.047623067221
5838:	     339105.366333547572
8972:	     338883.506660203682
3324:	     338580.609262052225
387:	     338493.381261883012
5835:	     337852.914949606289
1008:	     336719.263718368369
749:	     336543.734905871912
4820:	     335308.249063892756
12593:	     335285.986839643796
3047:	     334702.875208564510
3387:	     333662.143065004959
1526:	     333463.465313580469
7374:	     332988.744275213219
1698:	     332412.477986593614
1998:	     330979.942800437857
3034:	     328848.979359331948
1298:	     328496.606740445131
