82:	     0.151480173320
43:	     0.142433377545
230:	     0.112814292553
31:	     0.111298398054
58:	     0.095866612813
90:	     0.084552150419
811:	     0.064290180703
307:	     0.061136612496
4:	     0.044626202698
572:	     0.043810440644
737:	     0.040395748593
734:	     0.036530292794
613:	     0.034472353986
217:	     0.034206560596
334:	     0.032194505513
215:	     0.027030567375
30:	     0.026196801739
18:	     0.025398074918
223:	     0.024858673981
23:	     0.023817555401
7:	     0.022492349326
95:	     0.022482769046
224:	     0.020312940226
842:	     0.020081880314
237:	     0.017087329652
236:	     0.016479658304
733:	     0.016006624577
799:	     0.015726862679
292:	     0.014758307812
712:	     0.014610561624
233:	     0.014504112053
331:	     0.014247132489
800:	     0.014133051965
2:	     0.014051283034
1170:	     0.013943851306
142:	     0.013491942787
1073:	     0.011555139243
337:	     0.011504987236
452:	     0.010476477398
277:	     0.010236078756
1887:	     0.009934425118
784:	     0.009918612232
158:	     0.009092181653
914:	     0.009014764678
456:	     0.008728964056
441:	     0.008448360952
110:	     0.008377544723
790:	     0.008371434759
1582:	     0.008182167931
105:	     0.008118517263
2340:	     0.007908398130
714:	     0.007883237964
1070:	     0.007629647755
639:	     0.007567925610
658:	     0.007393918045
817:	     0.007338168156
288:	     0.007319190377
410:	     0.007010299827
921:	     0.006638941394
242:	     0.006580327098
941:	     0.006553907670
402:	     0.006493468859
2268:	     0.006451154244
3630:	     0.006403911527
775:	     0.006326318865
152:	     0.006257430258
2338:	     0.006218420568
679:	     0.006021624337
319:	     0.005919520351
1031:	     0.005811576098
481:	     0.005761358320
1285:	     0.005348389373
968:	     0.005247863999
426:	     0.005226080516
226:	     0.005178700784
693:	     0.005137586995
1612:	     0.005075504546
541:	     0.005020438694
919:	     0.004942840293
2460:	     0.004892251086
2650:	     0.004881163948
667:	     0.004850135765
931:	     0.004833282208
1282:	     0.004812629931
1633:	     0.004790799919
543:	     0.004637661316
12:	     0.004565815476
747:	     0.004526870230
473:	     0.004438970746
532:	     0.004431410614
4080:	     0.004430140760
2108:	     0.004410515609
247:	     0.004391510691
99:	     0.004375869673
2430:	     0.004238581970
2176:	     0.004209112771
642:	     0.004116451804
255:	     0.004093478978
347:	     0.003967188307
240:	     0.003913699941
438:	     0.003910456563
1090:	     0.003906767669
3535:	     0.003810392035
3455:	     0.003788194346
1488:	     0.003781832927
3803:	     0.003723791784
124:	     0.003678885015
913:	     0.003676935609
